fname,sentence,I-LOC
pr4407_22,12,Israel
pr4407_22,21,Emmaus
pr4407_22,24,Jerusalem
pr4407_22,52,Gredstedbro
pr4408_22,5,Danmark
pr4408_22,10,Danmark
pr4408_22,10,katolske
pr4408_22,53,katolske
pr4409_22,0,Jerusalem
pr4409_22,2,Israel
pr4409_22,4,romerske
pr4409_22,20,Mellemøsten
pr4409_22,30,nordisk
pr4409_22,35,Jerusalem
pr4409_22,37,Danmark
pr4410_22,12,Reklamebranchen
pr4410_22,20,Emmaus
pr4410_22,26,Israel
pr4411_22,0,Danmark
pr4411_22,1,Jyske
pr4411_22,34,Israel
pr4413_22,34,Danmark
pr4415_22,5,Danmark
pr4416_22,3,Jerusalem
pr4416_22,46,romerske
pr4418_22,51,Danmark
pr4418_22,52,Europa
pr4420_22,30,mulden
pr4422_22,3,Himmeriget
pr4422_22,8,romersk
pr4424_22,22,Danmark
pr4424_22,53,fastede
pr4425_22,5,Mavefornemmelsen
pr4425_22,6,Mavefornemmelsen
pr4426_22,36,Mars
pr4427_22,15,Danmark
pr4430_22,0,Rom
pr4430_22,4,Jerusalem
pr4430_22,19,Jerusalem
pr4430_22,25,Israel
pr4430_22,31,Jerusalem
pr4430_22,40,Jerusalem
pr4430_22,47,Jerusalem
pr4430_22,53,Jerusalem
pr4430_22,56,Israel
pr4430_22,69,Jerusalem
pr4430_22,73,Jerusalem
pr4431_22,24,jødisk
pr4431_22,25,Jerusalem
pr4432_22,0,Trinitatis
pr4432_22,22,Testamente
pr4432_22,34,Israel
pr4432_22,48,Nikodemus
pr4434_22,8,Egypten
pr4434_22,8,"Det, Røde, Hav"
pr4434_22,14,Det
pr4434_22,17,Kana
pr4434_22,40,Kana
pr4435_22,5,Jerusalem
pr4435_22,25,Betlehem
pr4435_22,28,nærområdet
pr4435_22,32,Betlehem
pr4435_22,56,Betlehem
pr4436_22,4,Jerusalem
pr4436_22,24,Betlehem
pr4436_22,27,nærområdet
pr4436_22,31,Betlehem
pr4436_22,54,Betlehem
pr4437_22,25,Jerusalem
pr4437_22,48,Jerusalem
pr4438_22,5,Nazareth
pr4438_22,5,Jerusalem
pr4438_22,7,Jerusalem
pr4439_22,0,Jerusalem
pr4439_22,6,Jerusalem
pr4439_22,30,Betlehem
pr4439_22,51,Betlehem
pr4441_22,4,Betlehem
pr4441_22,43,Danmark
pr4442_22,0,Betlehem
pr4442_22,17,Israel
pr4442_22,17,Israel
pr4442_22,23,Jerusalem
pr4442_22,34,Munke
pr4442_22,54,Ham
pr4445_22,20,Testamente
pr4445_22,27,Israel
pr4445_22,28,Det
pr4445_22,36,Jerusalem
pr4445_22,53,Israel
pr4447_22,13,frimodighed
pr4448_22,17,Herodianerne
pr4448_22,17,romerske
pr4448_22,30,Israel
pr4449_22,3,Adventstiden
pr4449_22,6,Jerusalem
pr4449_22,39,Sankt
pr4449_22,49,Danmark
pr4449_22,58,romerske
pr4450_22,17,Danmark
pr4452_22,1,Betlehem
pr4452_22,11,Betlehem
pr4452_22,16,Betlehem
pr4453_22,29,Hov
pr4453_22,36,nazistiske
pr4453_22,53,Adventstiden
pr4454_22,6,Betlehem
pr4454_22,10,Israel
pr4454_22,27,Betlehem
pr4454_22,33,Betlehem
pr4455_22,38,Danmark
pr4455_22,49,Johannes
pr4455_22,65,rosengård
pr4455_22,67,Betlehem
pr4460_22,6,Betlehem
pr4460_22,23,Danmark
pr4462_22,1,Israel
pr4463_22,10,Aal
pr4463_22,44,Danmark
pr4467_22,23,romersk
pr4469_22,0,Haslev
pr4469_22,1,Jylland
pr4469_22,5,Egypten
pr4469_22,5,Israel
pr4469_22,30,Romerriget
pr4469_22,46,Jernved
pr4469_22,46,–
pr4469_22,46,Jernved
pr4469_22,47,Hunderup
pr4469_22,47,Jernved
pr4469_22,47,–
pr4469_22,47,Jernved
pr4470_22,48,trinitatis
pr4470_22,48,trinitatis
pr4471_22,2,Ål
pr4471_22,2,Oksbøl
pr4471_22,8,Århus
pr4471_22,16,Hov
pr4471_22,34,Egypten
pr4471_22,34,Israel
pr4473_22,5,København
pr4473_22,10,København
pr4474_22,0,Danmark
pr4474_22,11,Danmark
pr4474_22,14,Jerusalem
pr4474_22,17,Jerusalem
pr4474_22,22,Jerusalem
pr4474_22,26,Jerusalem
pr4474_22,32,Jerusalem
pr4476_22,2,Århus
pr4476_22,4,Århus
pr4476_22,10,Århus
pr4477_22,5,Danmark
pr4478_22,39,Danmark
pr4479_22,4,Danmark
pr4479_22,27,folden
pr4482_22,0,Betlehem
pr4487_22,10,Det
pr4488_22,2,København
pr4490_22,43,Paradis
pr4494_22,10,Hjortlund
pr4495_22,5,Israel
pr4495_22,10,Jerusalem
pr4495_22,13,Jerusalem
pr4495_22,13,Israel
pr4496_23,10,Uganda
pr4496_23,10,Afrika
pr4496_23,12,Uganda
pr4496_23,12,Tanzania
pr4496_23,12,Kenya
pr4496_23,31,USA
pr4496_23,31,Europa
pr4496_23,32,Danmark
pr4496_23,44,Uganda
pr4496_23,53,forurener
pr4497_23,22,Jerusalem
pr4497_23,23,Nazareth
pr4497_23,23,Jerusalem
pr4497_23,36,Nazareth
pr4498_23,34,Nazaret
pr4499_23,13,russiske
pr4499_23,14,Sevilla
pr4499_23,14,Sydspanien
pr4499_23,17,Sevilla
pr4500_23,38,Egyptens
pr4500_23,70,København
pr4500_23,70,Udby
pr4501_23,9,Jerusalem
pr4503_23,3,Danmark
pr4503_23,5,Ghana
pr4504_23,37,Det
pr4504_23,41,Israel
pr4505_23,7,Danmark
pr4509_23,15,Paris
pr4509_23,15,København
pr4509_23,40,Syrien
pr4509_23,40,Eritrea
pr4509_23,40,Thailand
pr4509_23,40,"Afghanistan, …"
pr4509_23,44,Afghanistan
pr4509_23,44,dansk
pr4509_23,47,Thailand
pr4509_23,55,Europa
pr4509_23,55,Mellemøsten
pr4509_23,55,Afrika
pr4509_23,55,Sydøstasien
pr4510_23,14,Jyllinge
pr4510_23,14,Roskilde
pr4510_23,14,Køge
pr4510_23,19,Jyllinge
pr4510_23,20,Jyllinge
pr4510_23,26,Jyllinge
pr4511_23,1,tyske
pr4512_23,83,vrå
pr4513_23,0,Indien
pr4514_23,5,Danmark
pr4514_23,6,Tyskland
pr4514_23,17,Nørrebro
pr4515_23,0,trinitatis
pr4516_23,0,Køge
pr4517_23,35,København
pr4517_23,37,København
pr4517_23,44,Køge
pr4517_23,45,Sædder
pr4518_23,17,romerske
pr4519_23,29,Nineve
pr4519_23,35,Narnia
pr4519_23,51,Narnia
pr4523_23,53,Nazareth
pr4524_23,2,Finland
pr4524_23,3,walisiske
pr4524_23,4,København
pr4524_23,4,Køge
pr4524_23,41,Kina
pr4524_23,47,Køge
pr4524_23,47,danske
pr4524_23,49,Finland
pr4524_23,49,Wales
pr4524_23,50,finsk
pr4525_23,10,romerske
pr4525_23,11,Rom
pr4525_23,26,Islamisk
pr4525_23,42,dansk
pr4526_23,13,–
pr4526_23,50,Jordan
pr4528_23,18,Sovjetunionen
pr4528_23,23,Guatemala
pr4528_23,26,Latinamerika
pr4528_23,27,"El, Salvador"
pr4528_23,31,"El, Salvador"
pr4528_23,43,Køge
pr4528_23,43,Køge
pr4528_23,44,Danmark
pr4528_23,45,Danmark
pr4529_23,15,Malawi
pr4529_23,15,Etiopien
pr4529_23,24,Zambia
pr4529_23,44,Køge
pr4530_23,0,Tiberias
pr4530_23,11,Syrien
pr4532_23,28,Europa
pr4533_23,46,Millimeterretfærdighed
pr4533_23,58,Danmark
pr4533_23,75,kristen
pr4534_23,0,Danmark
pr4534_23,62,Sønderjylland
pr4536_23,3,Getsemane
pr4536_23,23,Grønland
pr4536_23,23,Afrika
pr4537_23,8,Norge
pr4537_23,9,Norge
pr4537_23,73,Bruxelles
pr4538_24,33,Jerusalem
pr4538_24,54,Æslet
pr4539_24,12,Jerusalem
pr4539_24,14,Jerusalem
pr4539_24,33,Syrien
pr4539_24,42,Syrien
pr4539_24,42,Egypten
pr4539_24,42,Irak
pr4540_24,6,”
pr4540_24,50,Ukraine
pr4541_24,6,”
pr4542_24,62,etiopiske
pr4542_24,71,etiopiske
pr4544_24,23,romerske
pr4544_24,28,Siloa
pr4544_24,36,Siloa
pr4544_24,76,Nåden
pr4545_24,48,Frelser
pr4547_24,27,Frankrig
pr4547_24,48,Nazaret
pr4548_24,37,Danmark
pr4553_24,7,Jordan
pr4554_24,2,Herning
pr4554_24,26,forligelsen
pr4554_24,29,Tilgivelsen
pr4555_24,1,Jerusalem
pr4555_24,5,Jerusalem
pr4555_24,7,Jerusalem
pr4555_24,7,Jerusalem
pr4555_24,8,Jerusalem
pr4555_24,10,Jerusalem
pr4556_24,7,dansk
pr4557_24,22,australsk
pr4558_24,58,Kapernaum
pr4559_24,59,Kapernaum
pr4561_24,5,Emmaus
pr4561_24,11,Jerusalem
pr4561_24,13,Israel
pr4561_24,37,Jerusalem
pr4561_24,42,Israel
pr4561_24,43,Emmaus
pr4561_24,51,Emmaus
pr4562_24,45,Beder
pr4562_24,60,Paradis
pr4563_24,25,Betlehem
pr4564_24,40,jødisk
pr4564_24,43,Chelms
pr4571_24,6,Fællesmåltidet
pr4571_24,41,manna
pr4571_24,64,Ham
pr4573_24,5,Rom
pr4573_24,7,Filippinerne
pr4573_24,8,Filippinerne
pr4574_24,16,Galilæa
pr4574_24,30,Galilæa
pr4575_24,4,Århus
pr4577_24,16,Israel
pr4579_24,65,Paris
pr4582_24,62,Sunds
pr4582_24,68,Dåbsfesten
pr4582_24,75,Sunds
pr4582_24,76,Sunds
pr4582_24,77,Sunds
pr4583_24,67,Sunds
pr4586_24,10,Viborg
pr4586_24,11,Viborg
pr4587_24,14,Vandkarrene
pr4587_24,24,Skafferen
pr4587_24,27,Kana
pr4587_24,75,Kana
pr4589_24,3,Jordan
pr4589_24,9,Jordan
pr4589_24,15,Galilæa
pr4589_24,37,Jordan
pr4590_24,1,Tyrus
pr4590_24,1,Sidon
pr4591_25,88,jødisk
pr4591_25,97,Nazareth
pr4592_25,102,Kana
pr4595_25,20,Grækenland
pr4597_25,8,Danmark
pr4597_25,14,Mellemøsten
pr4597_25,14,Afrika
pr4597_25,15,Danmark
pr4597_25,16,Rødding
pr4597_25,17,Rødding
pr4600_25,55,Jerusalem
pr4600_25,58,Jerusalem
pr4600_25,60,Jerusalem
pr4602_25,2,Betlehem
pr4602_25,39,Sydeuropa
pr4602_25,62,Rom
pr4602_25,62,Jerusalem
pr4602_25,105,–
pr4603_25,6,Nytårsfejringen
pr4603_25,80,Adventus
pr4603_25,85,Adventus
pr4604_25,54,Nazareths
pr4604_25,83,Trygheden
pr4604_25,86,Nazareths
pr4605_25,0,Norge
pr4606_25,21,Barmhjertigheden
pr4607_25,93,forhenværende
pr4608_25,16,Jerusalem
pr4608_25,16,Jeriko
pr4608_25,33,Samaria
pr4608_25,73,Jerusalem
pr4612_25,57,Taknemmeligheden
pr4614_25,53,Jerusalem
pr4614_25,55,Jerusalem
pr4614_25,60,Jerusalem
pr4614_25,78,Jerusalem
pr4614_25,111,Jerusalem
pr4616_25,33,Jerusalem
pr4616_25,33,Betlehem
pr4617_25,0,"New, York"
pr4617_25,32,Fanatismen
pr4619_25,56,Boden
pr4622_25,0,Jordan
pr4622_25,30,Jerusalem
pr4626_25,1,muslimsk
pr4626_25,1,København
pr4626_25,1,Helmand
pr4626_25,5,dansk
pr4626_25,75,romerske
pr4627_25,42,"Lech, Walensa"
pr4627_25,51,Betlehem
pr4627_25,51,Palæstina
pr4627_25,53,Palæstina
pr4627_25,57,Sydafrika
pr4627_25,58,Israel
pr4627_25,59,Israel
pr4627_25,60,Israel
pr4629_25,16,Jerusalem
pr4629_25,16,Jeriko
pr4629_25,82,Afrika
pr4630_25,16,Jerusalem
pr4630_25,16,Jeriko
pr4630_25,82,Afrika
pr4631_25,20,Jerusalem
pr4631_25,33,Jerusalem
pr4631_25,35,Jerusalem
pr4631_25,39,Jerusalem
pr4631_25,77,Jerusalem
pr4631_25,86,rift
pr4631_25,107,Jerusalem
pr4634_25,18,Kristi
pr4634_25,34,Jerusalem
pr4635_25,91,Rødding
pr4636_25,29,dansk
pr4636_25,29,kvindelig
pr4637_25,85,Jerusalem
pr4638_25,103,Ham
pr4641_25,0,Aalborg
pr4641_25,12,Palæstina
pr4641_25,51,Oslo
pr4641_25,52,muslimsk
pr4643_25,19,Viborg
pr4644_25,8,Århus
pr4646_25,29,Grenen
pr4646_25,31,Arken
pr4646_25,40,Beder
pr4646_25,42,Beder
pr4648_25,36,Norditalien
pr4649_25,12,Rom
pr4649_25,13,Romerriget
pr4649_25,13,Betlehem
pr4649_25,20,Betlehem
pr4649_25,21,Betlehem
pr4649_25,23,Betlehem
pr4649_25,24,Betlehem
pr4649_25,25,Betlehem
pr4649_25,88,Betlehem
pr4651_25,16,Barnet
pr4651_25,31,Thy
pr4653_25,29,dansk
pr4654_25,23,italiensk
pr4659_25,106,Nazareth
pr4659_25,114,Jerusalem
pr4660_25,18,toldbod
pr4662_25,108,Vantroen
pr4664_25,0,Århus
pr4664_25,1,Europa
pr4664_25,2,–
pr4664_25,3,Århus
pr4664_25,9,Århus
pr4664_25,14,Jerusalem
pr4664_25,26,Jerusalem
pr4664_25,39,Jerusalem
pr4664_25,76,Forargelsen
pr4665_25,58,Boden
pr4667_25,6,Rødding
pr4670_25,50,Indien
pr4670_25,60,Indien
pr4670_25,62,Indien
pr4673_25,5,Rødding
pr4673_25,6,Rødding
pr4673_25,10,Ham
pr4673_25,25,Rom
pr4673_25,91,norsk
pr4675_25,0,Danmark
pr4675_25,44,Forargelsen
pr4675_25,53,Misundelsen
pr4676_25,35,Jerusalem
pr4676_25,41,Kedrondalen
pr4677_25,45,Rom
pr4677_25,58,Romerriget
pr4677_25,76,kirkehistorien
pr4677_25,87,Danmark
pr4677_25,89,Folkekirken
pr4677_25,97,Danmark
pr4677_25,97,Vesten
pr4679_25,43,Galilæa
pr4679_25,44,Galilæa
pr4680_25,37,Jerusalem
pr4680_25,42,Galilæa
pr4681_25,0,Jerusalem
pr4681_25,0,Jeriko
pr4681_25,5,Jeriko
pr4681_25,10,Jerusalem
pr4681_25,10,Jeriko
pr4681_25,28,Israel
pr4681_25,30,Israel
pr4682_25,17,Danmark
pr4682_25,34,Danmark
pr4682_25,39,Holland
pr4682_25,45,Brasilien
pr4682_25,47,Billund
pr4682_25,54,Skandinavien
pr4682_25,54,Danmark
pr4682_25,54,Norge
pr4682_25,55,Danmark
pr4682_25,82,amerikansk
pr4682_25,85,Danmark
pr4682_25,85,Skandinavien
pr4685_25,57,Galilæa
pr4685_25,81,Rødding
pr4687_25,0,Holland
pr4687_25,3,Holland
pr4687_25,4,Holland
pr4687_25,6,hollandsk
pr4687_25,7,Danmark
pr4687_25,8,kvindelig
pr4689_25,70,Jerusalem
pr4691_25,4,Mekka
pr4691_25,5,Mekka
pr4691_25,6,Mekka
pr4691_25,8,Jerusalem
pr4691_25,15,Jerusalem
pr4691_25,16,Mellemøsten
pr4691_25,29,Jerusalem
pr4695_25,0,Jerusalem
pr4695_25,0,Jeriko
pr4695_25,5,Jeriko
pr4695_25,10,Jerusalem
pr4695_25,10,Jeriko
pr4695_25,31,Israel
pr4695_25,42,Palæstina
pr4695_25,56,Palæstina
pr4695_25,84,samaritaneren
pr4696_25,70,Ægypten
pr4700_25,0,Ægypten
pr4700_25,15,Jeriko
pr4700_25,17,Jeriko
pr4700_25,22,–
pr4700_25,26,Jeriko
pr4700_25,30,Jeriko
pr4701_25,51,timeglasset
pr4701_25,58,Emmaus
pr4701_25,83,Emmaus
pr4704_25,7,Judæa
pr4705_25,40,autonome
pr4707_25,24,syrisk
pr4709_25,107,Tyrus
pr4709_25,107,Sidon
pr4709_25,115,Galilæa
pr4709_25,120,Tyrus
pr4709_25,120,Sidon
pr4710_25,72,Danmark
pr4712_25,27,Måltidsfællesskabet
pr4713_25,0,Jerusalem
pr4713_25,0,Jeriko
pr4713_25,5,Jeriko
pr4713_25,9,Jerusalem
pr4713_25,9,Jeriko
pr4713_25,30,Israel
pr4713_25,41,Palæstina
pr4713_25,55,Palæstina
pr4713_25,83,samaritaneren
pr4714_25,48,Tanzania
pr4714_25,49,Pederstrup
pr4714_25,52,Pederstrup
pr4714_25,52,Tanzania
pr4714_25,76,Pederstrup
pr4714_25,76,Tanzania
pr4714_25,99,Tanzania
pr4716_25,12,nådestolen
pr4720_25,1,Iran
pr4720_25,5,iranske
pr4720_25,6,Teheran
pr4720_25,9,Danmark
pr4720_25,9,Teheran
pr4720_25,26,Iran
pr4721_25,14,USA
pr4723_25,36,Jerusalem
pr4723_25,41,Emmaus
pr4723_25,103,Emmaus
pr4723_25,103,Jerusalem
pr4725_25,14,gøs
pr4726_25,0,København
pr4726_25,0,Ringkøbing
pr4726_25,1,Ringkøbing
pr4726_25,1,København
pr4726_25,6,København
pr4726_25,6,Ringkøbing
pr4726_25,7,Danmark
pr4726_25,15,Danmark
pr4726_25,15,Danmark
pr4727_25,6,Rom
pr4727_25,6,Syrien
pr4727_25,7,Syrien
pr4727_25,7,romerske
pr4727_25,7,Palæstina
pr4727_25,14,Romerriget
pr4727_25,14,Europa
pr4727_25,29,Romerriget
pr4727_25,36,Romerriget
pr4728_25,43,Jerusalem
pr4728_25,50,Jerusalem
pr4729_25,37,Ægypten
pr4729_25,57,"Røde, Hav"
pr4732_25,0,Løvel
pr4732_25,12,trinitatis
pr4734_25,54,Jerusalem
pr4734_25,68,Jerusalem
pr4734_25,69,Jeriko
pr4734_25,75,Jerusalem
pr4734_25,82,Jerusalem
pr4735_25,1,irske
pr4735_25,61,Timotheus
pr4735_25,62,Timotheus
pr4735_25,65,Timotheus
pr4735_25,67,Timotheus
pr4735_25,108,Timotheus
pr4736_25,16,Danmark
pr4737_25,113,Vantroen
pr4738_25,50,Rige
pr4738_25,77,Løgstrup
pr4738_25,90,Barnet
pr4738_25,111,Rige
pr4739_25,64,Bethania
pr4740_25,5,Betlehem
pr4741_25,0,Arken
pr4742_25,47,Arabisk
pr4743_25,8,København
pr4745_25,0,Gaza
pr4745_25,1,Israel
pr4745_25,1,Middelhavet
pr4745_25,9,Israel
pr4745_25,24,Gaza
pr4745_25,27,Gaza
pr4745_25,30,"Gaza, –"
pr4748_25,12,Palæstina
pr4749_25,12,Palæstina
pr4750_25,15,Nineve
pr4750_25,77,Nineve
pr4750_25,95,Nineve
pr4750_25,96,Nineve
pr4750_25,98,Nineve
pr4750_25,109,Nineve
pr4750_25,123,Nineve
pr4750_25,132,Nineve
pr4752_25,25,Syrien
pr4753_25,6,Domkirken
pr4753_25,74,Adventus
pr4754_25,10,Kina
pr4754_25,12,Danmark
pr4754_25,18,Danmark
pr4754_25,24,Danmark
pr4754_25,27,Iran
pr4754_25,28,Iran
pr4754_25,35,Irak
pr4754_25,35,Syrien
pr4754_25,38,Danmark
pr4754_25,39,Ægypten
pr4754_25,47,Palæstina
pr4754_25,47,Vesten
pr4754_25,49,Betlehem
pr4754_25,52,Danmark
pr4754_25,54,Palæstina
pr4754_25,56,Tyskland
pr4754_25,56,USA
pr4754_25,61,Palæstina
pr4754_25,69,Danmark
pr4754_25,75,tyske
pr4756_25,7,Nazareth
pr4756_25,11,Galilæa
pr4756_25,44,Galilæa
pr4756_25,55,Galilæa
pr4756_25,65,Galilæa
pr4756_25,68,Jerusalem
pr4756_25,72,Galilæa
pr4757_25,31,Auschwitz
pr4758_25,58,jødisk
pr4759_25,1,Holstebro
pr4759_25,1,Struer
pr4759_25,3,Struer
pr4761_25,34,Mallorca
pr4761_25,35,Viborg
pr4762_25,69,Løgstrup
pr4763_25,5,stange
pr4763_25,93,norsk
pr4764_25,97,Jerusalem
pr4764_25,97,Judæa
pr4764_25,97,Samaria
pr4765_25,1,Texas
pr4765_25,1,USA
pr4765_25,20,Holland
pr4768_25,0,onsdags
pr4768_25,0,Paris
pr4768_25,1,fransk
pr4768_25,36,Jerusalem
pr4768_25,37,Jerusalem
pr4768_25,38,Klippemoskeen
pr4768_25,58,Jerusalem
pr4768_25,72,Jerusalem
pr4769_25,71,Nazareths
pr4772_25,6,forgangen
pr4772_25,95,Jerusalem
pr4773_25,45,tyske
pr4773_25,58,Afrika
pr4773_25,58,Danmark
pr4773_25,71,Israel
